owner,id,price
0xcaf5ad200387579912549b499326d3f536aa406f,2,22.22
0xcaf5ad200387579912549b499326d3f536aa406f,2,22.22
0xcaf5ad200387579912549b499326d3f536aa406f,2,22.22
0x377a9afff6ceaf96fc57ac962cb541fc06ba20f6,6202,29.97
0x312872e5dd2d13079b6cfa9130ecfee88dd8ec7e,9,33.33
0xe7639ecc69c523692255607e3d789439930fb78a,4891,42.0
0x9492cda1a3638dd510a59ca769389ef75ca4e294,15,25.0
0x9492cda1a3638dd510a59ca769389ef75ca4e294,15,25.0
0x9492cda1a3638dd510a59ca769389ef75ca4e294,15,25.0
0x9492cda1a3638dd510a59ca769389ef75ca4e294,15,25.0
0xbf28421a82186bf50f496ab937c3368b55adbf19,21,256.0
0x2796145d7b3775163e0b14191303ebdc90c52d51,22,15.86
0x13c3258823ff9c506cb72291672dc9ea1e5517e4,144,19.99
0x13c3258823ff9c506cb72291672dc9ea1e5517e4,6768,19.99
0x13c3258823ff9c506cb72291672dc9ea1e5517e4,9857,19.99
0x13c3258823ff9c506cb72291672dc9ea1e5517e4,39,100.0
0xb67d58cffae63a95fb380b952e65b1a8eac44d0b,50,20.0
0x49ca963ef75bceba8e4a5f4ceab5fd326bef6123,2378,15.69
0x49ca963ef75bceba8e4a5f4ceab5fd326bef6123,9635,13.85
0x49ca963ef75bceba8e4a5f4ceab5fd326bef6123,51,17.0
0x670b3e2009716db1bcaef2adab3ec87f88b12a21,67,35.0
0x670b3e2009716db1bcaef2adab3ec87f88b12a21,4860,25.0
0x670b3e2009716db1bcaef2adab3ec87f88b12a21,67,40.0
0x670b3e2009716db1bcaef2adab3ec87f88b12a21,4860,30.0
0x670b3e2009716db1bcaef2adab3ec87f88b12a21,4860,40.0
0x670b3e2009716db1bcaef2adab3ec87f88b12a21,67,45.0
0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,4271,125.0
0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,5266,69.0
0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,8244,69.0
0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,9943,100.0
0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,6914,1500.0
0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,1974,200.0
0xe2419b85d9cb8a0e4c43f00aa2882aea5587baf3,6534,16.99
0xe2419b85d9cb8a0e4c43f00aa2882aea5587baf3,8090,16.99
0xe2419b85d9cb8a0e4c43f00aa2882aea5587baf3,92,14.99
0xe2419b85d9cb8a0e4c43f00aa2882aea5587baf3,8302,17.5
0xe2419b85d9cb8a0e4c43f00aa2882aea5587baf3,9737,14.99
0xe2419b85d9cb8a0e4c43f00aa2882aea5587baf3,1715,14.99
0xe2419b85d9cb8a0e4c43f00aa2882aea5587baf3,1715,15.0
0xe2419b85d9cb8a0e4c43f00aa2882aea5587baf3,9737,15.0
0xb697b9455eeee9574ec5c5350cb10c8a5b752a39,5088,90.0
0xb697b9455eeee9574ec5c5350cb10c8a5b752a39,6571,23.0
0xb697b9455eeee9574ec5c5350cb10c8a5b752a39,7305,30.0
0xb697b9455eeee9574ec5c5350cb10c8a5b752a39,9204,18.0
0x9b37bc499de5e675063695211618f3cd64a1b9fc,9383,200.0
0x9b37bc499de5e675063695211618f3cd64a1b9fc,2367,850.0
0x9be96a6e861d2e5aff1fe0738bed664b6f0b543e,105,12.7
0xb5696e4057b9ba76616cecb5a537eaca7b3cdf54,3556,129.69
0xb5696e4057b9ba76616cecb5a537eaca7b3cdf54,3556,139.69
0x05cda24eeefd1f24f18dac398f5a612674d3ca5e,121,65.0
0x05cda24eeefd1f24f18dac398f5a612674d3ca5e,120,35.0
0x05cda24eeefd1f24f18dac398f5a612674d3ca5e,119,65.0
0x05cda24eeefd1f24f18dac398f5a612674d3ca5e,121,65.0
0x05cda24eeefd1f24f18dac398f5a612674d3ca5e,120,35.0
0x05cda24eeefd1f24f18dac398f5a612674d3ca5e,119,65.0
0x05cda24eeefd1f24f18dac398f5a612674d3ca5e,121,65.0
0x05cda24eeefd1f24f18dac398f5a612674d3ca5e,120,35.0
0x05cda24eeefd1f24f18dac398f5a612674d3ca5e,119,65.0
0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,4271,125.0
0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,5266,69.0
0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,8244,69.0
0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,9943,100.0
0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,6914,1500.0
0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,1974,200.0
0x8bc1f1aa0dc34ca940c4d7a9745bc4734fc839c7,132,69.0
0x8bc1f1aa0dc34ca940c4d7a9745bc4734fc839c7,132,69.0
0x8bc1f1aa0dc34ca940c4d7a9745bc4734fc839c7,132,69.0
0x13c3258823ff9c506cb72291672dc9ea1e5517e4,144,19.99
